rank,code,name,market,return_pct,start_date,start_price,end_date,end_price,source
160,07399.HK,南方两倍做空MSTR,HK,122.52409929179025,2025-08-01,22.81999969482422,2026-07-30,50.779998779296875,Yahoo Finance chart adjclose
161,06939.HK,美佳音控股,HK,122.22222810910085,2025-08-01,0.44999998807907104,2026-07-31,1.0,Yahoo Finance chart adjclose
162,01832.HK,海天地悦旅,HK,122.22222489807604,2025-08-01,0.4950000047683716,2026-07-31,1.100000023841858,Yahoo Finance chart adjclose
163,02122.HK,凯知乐国际,HK,122.2222195941515,2025-08-01,0.06300000101327896,2026-07-31,0.14000000059604645,Yahoo Finance chart adjclose
164,80992.HK,联想集团-R,HK,120.19333056962421,2025-08-01,9.3100004196167,2026-07-31,20.5,Yahoo Finance chart adjclose
165,08526.HK,荣丰集团亚洲,HK,120.00000000000001,2025-08-01,0.10999999940395355,2026-07-31,0.24199999868869781,Yahoo Finance chart adjclose
166,01690.HK,立基工程控股,HK,119.95177890642586,2025-08-01,0.05592134967446327,2026-07-31,0.12300000339746475,Yahoo Finance chart adjclose
167,01742.HK,HPC HOLDINGS,HK,118.57142355369064,2025-08-01,0.07000000029802322,2026-07-31,0.15299999713897705,Yahoo Finance chart adjclose
168,03191.HK,GX中国半导,HK,118.12321881090355,2025-08-01,38.96879959106445,2026-07-30,85.0,Yahoo Finance chart adjclose
169,02166.HK,芯智控股,HK,116.87062978097549,2025-08-01,1.7521966695785522,2026-07-31,3.799999952316284,Yahoo Finance chart adjclose
170,01617.HK,南方通信,HK,116.10168956436331,2025-08-01,0.11800000071525574,2026-07-31,0.2549999952316284,Yahoo Finance chart adjclose
171,01656.HK,亿仕登控股,HK,115.10660971231572,2025-08-01,1.817703366279602,2026-07-31,3.9100000858306885,Yahoo Finance chart adjclose
172,03317.HK,迅策,HK,113.4020618556701,2025-12-30,48.5,2026-07-31,103.5,Yahoo Finance chart adjclose
173,03393.HK,威胜控股,HK,113.24654777504767,2025-08-01,8.300251960754395,2026-07-31,17.700000762939453,Yahoo Finance chart adjclose
174,03119.HK,GX亚洲半导体,HK,112.79718417788516,2025-08-01,68.13999938964844,2026-07-30,145.0,Yahoo Finance chart adjclose
175,02848.HK,TR韩国,HK,111.83263735130117,2025-08-01,666.7999877929688,2026-07-30,1412.5,Yahoo Finance chart adjclose
176,01679.HK,瑞斯康集团,HK,109.82353491725902,2025-08-01,0.5814409852027893,2026-07-31,1.2200000286102295,Yahoo Finance chart adjclose
177,01258.HK,中国有色矿业,HK,107.74314712044001,2025-08-01,7.100113868713379,2026-07-31,14.75,Yahoo Finance chart adjclose
178,01449.HK,立德教育,HK,107.54718551350639,2025-08-01,0.26499998569488525,2026-07-31,0.550000011920929,Yahoo Finance chart adjclose
179,08510.HK,TOPSTANDARDCORP,HK,107.31706962494685,2025-08-01,0.0820000022649765,2026-07-31,0.17000000178813934,Yahoo Finance chart adjclose
180,01843.HK,快餐帝国,HK,107.03122899067337,2025-08-01,0.12800000607967377,2026-07-31,0.26499998569488525,Yahoo Finance chart adjclose
181,02338.HK,潍柴动力,HK,106.16280706328371,2025-08-01,15.977663040161133,2026-07-31,32.939998626708984,Yahoo Finance chart adjclose
182,01837.HK,五谷磨房,HK,105.98491208884707,2025-08-01,0.7621917724609375,2026-07-31,1.5700000524520874,Yahoo Finance chart adjclose
183,01912.HK,康特隆(新),HK,105.06328617298277,2025-08-01,0.7900000214576721,2026-07-31,1.6200000047683716,Yahoo Finance chart adjclose
184,03389.HK,亨得利,HK,103.99999618530273,2025-08-01,0.125,2026-07-31,0.2549999952316284,Yahoo Finance chart adjclose
185,01408.HK,濠江机电,HK,103.91440698245572,2025-08-01,0.16918863356113434,2026-07-31,0.3449999988079071,Yahoo Finance chart adjclose
186,02585.HK,梦金园,HK,103.70493435794867,2025-08-01,12.459197044372559,2026-07-31,25.3799991607666,Yahoo Finance chart adjclose
187,01775.HK,精英汇集团,HK,103.48836171701224,2025-08-01,0.1720000058412552,2026-07-31,0.3499999940395355,Yahoo Finance chart adjclose
188,01050.HK,嘉利国际,HK,102.20649330463579,2025-08-01,0.9050154685974121,2026-07-31,1.8300000429153442,Yahoo Finance chart adjclose
189,01705.HK,宾仕国际,HK,101.63432718430326,2025-08-01,0.39179837703704834,2026-07-31,0.7900000214576721,Yahoo Finance chart adjclose
190,02258.HK,华滋国际海洋,HK,101.54655071840976,2025-08-01,0.1736571490764618,2026-07-31,0.3499999940395355,Yahoo Finance chart adjclose
191,06188.HK,迪信通,HK,100.0,2025-08-01,0.32499998807907104,2026-07-31,0.6499999761581421,Yahoo Finance chart adjclose
192,01985.HK,美高域,HK,99.87181782824841,2025-08-01,1.485952377319336,2026-07-31,2.9700000286102295,Yahoo Finance chart adjclose
